기관명,번호,남은기간,제목,사업명,AI관련여부,품질인증관련여부,관련키워드,공고유형,신청시작일,신청종료일,마감Dday,신청기간,작성자,작성일자,상세링크
KIAT,3994,접수마감,(입찰공고) 2026년도 한미 첨단분야 청년교류 지원사업 성과조사,,N,N,,입찰(용역)공고,2026-05-13,2026-05-27,마감,2026-05-13~2026-05-27,,2026-05-13,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=2584b1781728465199c4107f549a225e&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3993,접수마감,(입찰공고) 2026년 기술나눔 설명회 및 체결식 운영 지원,,N,N,,입찰(용역)공고,2026-05-13,2026-05-27,마감,2026-05-13~2026-05-27,,2026-05-13,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=1a88344497964ccc93825de5ebc957c4&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3992,접수마감,(입찰공고) 2026년 교육과정 개발 및 운영,,N,N,,입찰(용역)공고,2026-05-12,2026-05-26,마감,2026-05-12~2026-05-26,,2026-05-12,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=13a1f32ce0df4126a2cfa5507789ff07&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3991,접수마감,(입찰재공고) 기술평가 제도 개선 및 활용도 제고 방안,,N,Y,평가,입찰(용역)공고,2026-05-11,2026-05-22,마감,2026-05-11~2026-05-22,,2026-05-11,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=01c272873a5c4547b94370ee4be8cc3f&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3990,접수마감,"(입찰재공고) 산업별 AI 에이전트 수요 발굴, 확산 및 고도화를 위한 정책 지원 과제 연구",,Y,N,AI,입찰(용역)공고,2026-05-11,2026-05-22,마감,2026-05-11~2026-05-22,,2026-05-11,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=1c6d57b96fc547febf9ade7898489bc7&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3989,접수마감,(입찰공고) 2027 유망산업 발굴 및 지원전략 도출 연구,,N,N,,입찰(용역)공고,2026-05-11,2026-05-22,마감,2026-05-11~2026-05-22,,2026-05-11,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=6316612bbe2b4213ae6b51e5da2de175&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3988,접수마감,(입찰공고) 2027년 산업기술 환경예측을 위한 조사분석,,N,N,,입찰(용역)공고,2026-05-11,2026-05-22,마감,2026-05-11~2026-05-22,,2026-05-11,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=832a4eb9da8b45e4b47234868e647f5f&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3987,접수마감,(입찰공고) KIAT 중장기 경영목표(2027~2031) 수립 및 조직체계 진단,,N,N,,입찰(용역)공고,2026-05-07,2026-05-18,마감,2026-05-07~2026-05-18,,2026-05-07,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=d578bf9c01ea43b3b1abd4059f0ec496&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3986,접수마감,(입찰3차공고) 2026년도 기업 R&D 스코어보드 DB 구축 및 조사,,N,N,,입찰(용역)공고,2026-05-07,2026-05-21,마감,2026-05-07~2026-05-21,,2026-05-07,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=f88e23fe1cca4638aa9fb622cce4c4b6&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3985,접수마감,(입찰공고) 2026년도 산업기술인력 수급실태조사,,N,N,,입찰(용역)공고,2026-05-07,2026-05-21,마감,2026-05-07~2026-05-21,,2026-05-07,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=8b454cc13a9248ff9440b754bc84df8f&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3984,접수마감,(입찰재공고) 통상 환경 변화에 대응하는 전력기기 산업 수출 전략 연구,,N,N,,입찰(용역)공고,2026-04-29,2026-05-14,마감,2026-04-29~2026-05-14,,2026-04-29,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=0580e71f3c8e4cf1875d0841eadc020f&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3983,접수마감,(입찰재공고) M.AX 확산을 위한 산업규제 개선 및 제도개선 연구용역,,N,N,,입찰(용역)공고,2026-04-29,2026-05-14,마감,2026-04-29~2026-05-14,,2026-04-29,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=2c62cc6e78dc43c0906d7b0760163056&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3982,접수마감,(입찰재공고) 글로벌 디스플레이 패권 경쟁 대응 및 산업 경쟁력 강화 전략 연구,,N,N,,입찰(용역)공고,2026-04-29,2026-05-14,마감,2026-04-29~2026-05-14,,2026-04-29,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=5bcd85099c224f5782aa97ec2b29f926&MenuId=1e29209309434ec29095728c6f1356c7
KIAT,3981,접수마감,(입찰재공고) 2026년 기술나눔 참여기관의 기술분석 정보 및 제도운영 지원,,N,N,,입찰(용역)공고,2026-04-29,2026-05-14,마감,2026-04-29~2026-05-14,,2026-04-29,https://www.kiat.or.kr/front/board/boardContentsView.do?board_id=77&contents_id=afe7e869dc304d97804b2573b7effae1&MenuId=1e29209309434ec29095728c6f1356c7
KISA,공지,,「2026년 블록체인 응용서비스(API) 개발 자금 지원사업」 2차 모집 공고,,N,N,,R&D지원사업,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10786&page=1
KISA,New,,(재공고)개발기업 SBOM 기반 오픈소스 보안 취약점 분석 및 관리체계 운영 지원,,N,N,,R&D지원사업,,,,,,2026-07-24,https://www.kisa.or.kr/403/form?postSeq=10792&page=1
KISA,1891,,[사전규격공개] 제8차 인터넷주소자원 기본계획 수립 컨설팅,,N,N,,기타,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10791&page=1
KISA,1890,,2026년 블록체인 혁신선도 프로젝트 지원사업 IT감리 용역,,N,N,,입찰(용역)공고,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10790&page=1
KISA,1889,,개인정보 노출 및 불법유통 분석·대응체계 강화를 위한 기능개선,,N,N,,기타,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10789&page=1
KISA,1888,,2026년 마이데이터 서비스 지원사업 회계정산,,Y,N,데이터,R&D지원사업,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10788&page=1
KISA,1887,,2026년 정보보호전문인력양성 민간위탁사업비 회계 정산 위탁,,N,N,,기타,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10787&page=1
KISA,1886,,블록체인 최정예 인재양성 방안 연구,,N,N,,기타,,,,,,2026-07-22,https://www.kisa.or.kr/403/form?postSeq=10785&page=1
KISA,1885,,중소기업 사이버 시큐리티 훈련(AI모의침투) 서비스 제공,,Y,N,AI,기타,,,,,,2026-07-21,https://www.kisa.or.kr/403/form?postSeq=10784&page=1
KISA,1884,,[사전규격공개] 한·중 개인정보보호 협력포럼 및 세미나 개최 운영 용역,,N,N,,입찰(용역)공고,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10783&page=1
KISA,1883,,2026년 블록체인 혁신선도 프로젝트 지원사업 품질관리 용역,,N,Y,품질,입찰(용역)공고,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10782&page=2
KISA,1882,,글로벌 가상 얼굴인식 합성데이터 제작,,Y,N,데이터,기타,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10781&page=2
KISA,1881,,공급망 보안 모델 구축 지원사업 회계감사,,N,N,,R&D지원사업,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10780&page=2
KISA,1880,,양자내성암호 전환 경진대회·해커톤 기획 및 운영,,N,N,,기타,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10779&page=2
KISA,1879,,양자내성암호 시범전환 사업 공인시험 위탁,,N,Y,시험,기타,,,,,,2026-07-20,https://www.kisa.or.kr/403/form?postSeq=10778&page=2
KISA,1878,,[사전규격공개] 2026 글로벌 정보보호 시장 심층 조사,,N,N,,기타,,,,,,2026-07-16,https://www.kisa.or.kr/403/form?postSeq=10777&page=2
KISA,1877,,[사전규격공개] 2026년 정보보호전문인력양성 민간위탁사업비 회계 정산 위탁,,N,N,,기타,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10776&page=2
KISA,1876,,[사전규격공개] 개인정보 노출 및 불법유통 분석·대응체계 강화를 위한 기능개선,,N,N,,기타,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10775&page=2
KISA,1875,,[사전규격공개] 2026년 블록체인 혁신선도 프로젝트 지원사업 IT감리 용역,,N,N,,입찰(용역)공고,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10774&page=2
KISA,1874,,(자격확대 재공고)AI 실전형 사이버 훈련장 고도화 요구사항 시스템 설계,,Y,N,AI,R&D지원사업,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10773&page=2
KISA,1873,,(재공고) 스미싱확인서비스 클라우드 이전 및 이중화,,N,N,,R&D지원사업,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10772&page=3
KISA,1872,,화학공장 물리보안 위협 정보 연동 표준기술 환경 조성 및 연동성 검증,,N,Y,"검증, 표준",기타,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10771&page=3
KISA,1871,,[사전규격공개] 블록체인 최정예 인재양성 방안 연구,,N,N,,기타,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10770&page=3
KISA,1870,,중요 권한DNS 모니터링 시스템 개선 및 서비스 지원,,N,N,,R&D지원사업,,,,,,2026-07-15,https://www.kisa.or.kr/403/form?postSeq=10769&page=3
KISA,1869,,[사전규격공개] 중소기업 사이버 시큐리티 훈련(AI모의침투) 서비스 제공(참가자격일부 수정),,Y,N,AI,기타,,,,,,2026-07-14,https://www.kisa.or.kr/403/form?postSeq=10768&page=3
KISA,1868,,26년 피싱사이트 분석 및 앱 자동 수집 솔루션 라이선스 갱신,,N,N,,기타,,,,,,2026-07-14,https://www.kisa.or.kr/403/form?postSeq=10767&page=3
KISA,1867,,디지털 취약계층 대상 대화형 AI 역기능 대응 방안 연구,,Y,N,AI,기타,,,,,,2026-07-14,https://www.kisa.or.kr/403/form?postSeq=10766&page=3
KISA,1866,,(재공고)ISMS-P 차세대 시스템 고도화 정보전략계획 수립,,N,N,,R&D지원사업,,,,,,2026-07-13,https://www.kisa.or.kr/403/form?postSeq=10765&page=3
KISA,1865,,[사전규격공개] 2026년 마이데이터 서비스 지원사업 회계정산,,Y,N,데이터,R&D지원사업,,,,,,2026-07-13,https://www.kisa.or.kr/403/form?postSeq=10764&page=3
KISA,1864,,[사전규격공개] 양자내성암호 전환 경진대회·해커톤 기획 및 운영,,N,N,,기타,,,,,,2026-07-13,https://www.kisa.or.kr/403/form?postSeq=10763&page=3
SMTECH,1,접수중,2026년도 하반기 중소벤처기업부 혁신제품 신규지정 공고,중소벤처기업부 혁신제품 지정사업,N,N,,R&D지원사업,,,,2026. 07. 10 ~ 2026. 08. 10,SMTECH,2026-07-10,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02874&buclCd=S9111&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,2,접수중,2026년도 중소기업 연구인력지원사업(파견) 7월 공고,공공연연구인력파견지원(참여기업접수용),N,N,,R&D지원사업,,,,2026. 07. 01 ~ 2026. 07. 31,SMTECH,2026-02-04,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02847&buclCd=S6041&dtlAncmSn=6&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,3,접수중,2026년도 제3차 중소벤처기업부 혁신제품 지정기간 연장(1차) 공고,중소벤처기업부 혁신제품 지정 연장사업,N,N,,R&D지원사업,,,,2026. 06. 26 ~ 2026. 07. 31,SMTECH,2026-06-26,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02869&buclCd=S9112&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,4,접수중,2026년도 제2차 중소벤처기업부 혁신제품 지정기간 연장(2차) 공고,중소벤처기업부 혁신제품 지정 연장사업,N,N,,R&D지원사업,,,,2026. 06. 26 ~ 2026. 07. 31,SMTECH,2026-06-26,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02870&buclCd=S9112&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,6,접수중,2026년 테크노파크 생산장비 고도화 제2차 지원계획 선정기관 과제접수 공고,산업기술단지거점기능강화,N,N,,R&D지원사업,,,,2026. 07. 08 ~ 2026. 07. 27,SMTECH,2026-07-07,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02866&buclCd=S8012&dtlAncmSn=1&schdSe=MO5005&aplySn=2&searchCondition=&searchKeyword=
SMTECH,7,접수중,2026년도 제1차 한국무역보험공사 연계 수출지원프로그램 시행계획 안내,수출지원프로그램,N,N,,R&D지원사업,,,,2026. 07. 06 ~ 2026. 07. 27,SMTECH,2026-07-06,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02873&buclCd=S9121&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,9,접수중,2026년도 중소기업 R&D 우수성과 50선 모집 공고,중소기업 R&D 우수성과 사례발굴,N,N,,R&D지원사업,,,,2026. 06. 30 ~ 2026. 07. 24,SMTECH,2026-06-30,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02871&buclCd=S9161&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,13,접수완료,2026년도 중소벤처기업부 혁신제품 2차 규격추가 모집 안내문,중소벤처기업부 혁신제품 지정사업,N,N,,R&D지원사업,,,,2026. 06. 30 ~ 2026. 07. 21,SMTECH,2026-06-30,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02872&buclCd=S9111&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,14,접수완료,TIPA ValueUP 프로그램 19기 참여기업 모집 공고,TIPA ValueUP 프로그램,N,N,,R&D지원사업,,,,2026. 06. 25 ~ 2026. 07. 15,SMTECH,2026-06-24,https://www.smtech.go.kr/front/ifg/no/notice02_detail.do?buclYy=&ancmId=S02868&buclCd=S9141&dtlAncmSn=1&schdSe=MO5005&aplySn=1&searchCondition=&searchKeyword=
SMTECH,15,접수완료,2026년도 중소기업 수출 핵심품목 탄소감축 기술개발사업 하반기 시행계획 추가 공고,중소기업수출핵심품목탄소감축기술개발사업(R&D),N,N,,R&D지원사업,,,,2026. 06. 30 ~ 2026. 07. 13,IRIS,2026-06-30,https://www.smtech.go.kr/front/ifg/no/notice02_list.do
과학치안진흥센터,022997,접수중,2026년도 미래치안 도전기술 개발(융합탐색) 신규과제 공모,다부처,N,N,,기타,,,,지정공모,,2026-07-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022997
중소기업기술정보진흥원,019508,접수중,2026년도 투·융자 연계 기술개발사업 지원계획 수정 공고(딥테크 챌린지 프로젝트_기술도전형),중소벤처기업부,N,N,,R&D지원사업,,,,지정공모,,2026-07-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=019508
한국연구재단,023018,접수중,2026년도 국제공동연구 신속지원사업(미국 제네시스 미션과의 협력을 위한 탐색연구) 신규과제 공모,과학기술정보통신부,N,N,,R&D지원사업,,,,자유공모,,2026-07-08,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=023018
한국연구재단,022977,접수중,2026년도 「양자정보과학 인적기반조성사업」리더급 연구역량강화(전략기술형) 신규과제 재공모 (수정),과학기술정보통신부,N,N,,기타,,,,지정공모,,2026-07-08,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022977
정보통신기획평가원,022757,접수중,2026년도 인공지능혁신인재양성 2차 사업 공고,과학기술정보통신부,Y,N,인공지능,R&D지원사업,,,,자유공모,,2026-07-03,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022757
한국연구재단,022737,접수중,2026년 휴먼프론티어과학프로그램(HFSP) 협력사업(사전지원) 신규과제 공고,과학기술정보통신부,N,N,,R&D지원사업,,,,자유공모,,2026-06-30,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022737
한국산업기술진흥원,022695,접수중,2026년 산업혁신인재성장지원(해외연계) - 최고급 해외인재유치 지원사업 시행계획 추가 공고,산업통상부,N,N,,R&D지원사업,,,,자유공모,,2026-06-30,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022695
한국연구재단,022456,접수중,2026년도 한중핵심공동연구사업(Key Joint Research Program) 신규과제 공모,과학기술정보통신부,N,N,,기타,,,,자유공모,,2026-06-29,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022456
정보통신산업진흥원,022696,접수중,2026년 「인간-AI 협업형 LAM 개발·글로벌 실증 」사업 공고,과학기술정보통신부,Y,N,AI,R&D지원사업,,,,지정공모,,2026-06-26,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022696
정보통신산업진흥원,022694,접수중,2026년「협업지능 피지컬AI 기반 SW플랫폼 연구개발생태계 조성」사업 공고,과학기술정보통신부,Y,N,AI,R&D지원사업,,,,지정공모,,2026-06-26,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022694
한국연구재단,022515,접수중,2026년 한-캐나다 이공계 대학원생 연수프로그램 공모,과학기술정보통신부,N,N,,기타,,,,자유공모,,2026-06-22,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022515
한국연구재단,022514,접수중,2026년도 한-체코 공동연구사업 신규과제 공모,과학기술정보통신부,N,N,,기타,,,,분야공모,,2026-06-17,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022514
한국연구재단,022455,접수중,2026년도 방사선이용 기술개발사업(방사선 기반 소재·장비 기술 혁신화) 신규과제 재공모,과학기술정보통신부,N,N,,기타,,,,정책지정공모,,2026-06-11,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022455
한국연구재단,022534,접수중,2027년도 한-일(JSPS) 협력사업 신규과제 공모(협력연구·공동세미나),과학기술정보통신부,N,N,,설명회·행사,,,,자유공모,,2026-06-10,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=022534
중소기업기술정보진흥원,020160,접수중,2026년 팁스(TIPS) 창업기업 지원계획 수정 공고(딥테크트랙),중소벤처기업부,N,N,,R&D지원사업,,,,자유공모,,2026-03-19,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=020160
중소기업기술정보진흥원,020159,접수중,2026년 팁스(TIPS) 창업기업 지원계획 수정 공고(일반트랙),중소벤처기업부,N,N,,R&D지원사업,,,,자유공모,,2026-03-19,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=020159
과학기술사업화진흥원,018400,접수중,2026년도 과학기술정보통신부 연구산업육성사업 시행 공고,과학기술정보통신부,N,N,,R&D지원사업,,,,"자유공모,지정공모",,2026-02-02,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=018400
한국과학기술기획평가원,017852,접수중,(TEST) KISTEP  통합공고 테스트 입니다.,과학기술정보통신부,N,N,,R&D지원사업,,,,"자유공모,정책지정공모",,2026-01-01,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=017852
